driver_id,race_length,year,compound,stint_start_lap,tyre_life,is_valid
ZHO,5.412,2023,SOFT,1.0,12.0,1
ZHO,5.412,2023,HARD,13.0,20.0,1
ZHO,5.412,2023,SOFT,33.0,25.0,1
HUL,5.412,2023,SOFT,1.0,14.0,1
OCO,5.412,2023,SOFT,41.0,19.0,1
OCO,5.412,2023,SOFT,1.0,15.0,1
OCO,5.412,2023,HARD,13.0,20.0,1
NOR,5.412,2023,SOFT,1.0,10.0,1
NOR,5.412,2023,SOFT,18.0,13.0,1
NOR,5.412,2023,SOFT,48.0,11.0,1
HAM,5.412,2023,SOFT,1.0,15.0,1
SAI,5.412,2023,HARD,31.0,27.0,1
SAI,5.412,2023,SOFT,1.0,16.0,1
RUS,5.412,2023,HARD,32.0,26.0,1
RUS,5.412,2023,SOFT,1.0,16.0,1
BOT,5.412,2023,HARD,32.0,26.0,1
BOT,5.412,2023,SOFT,1.0,11.0,1
PIA,5.412,2023,HARD,30.0,28.0,1
VER,6.174,2023,MEDIUM,1.0,18.0,1
GAS,6.174,2023,HARD,19.0,32.0,1
GAS,6.174,2023,MEDIUM,1.0,14.0,1
PER,6.174,2023,HARD,15.0,36.0,1
PER,6.174,2023,MEDIUM,1.0,18.0,1
ALO,6.174,2023,HARD,19.0,32.0,1
ALO,6.174,2023,MEDIUM,1.0,18.0,1
LEC,6.174,2023,HARD,19.0,33.0,1
LEC,6.174,2023,SOFT,1.0,16.0,1
STR,6.174,2023,HARD,17.0,34.0,1
STR,6.174,2023,MEDIUM,1.0,13.0,1
MAG,6.174,2023,MEDIUM,19.0,32.0,1
DEV,6.174,2023,HARD,9.0,42.0,1
DEV,6.174,2023,MEDIUM,1.0,17.0,1
TSU,6.174,2023,HARD,18.0,33.0,1
TSU,6.174,2023,MEDIUM,1.0,17.0,1
ALB,6.174,2023,HARD,18.0,33.0,1
ALB,6.174,2023,MEDIUM,1.0,17.0,1
HUL,6.174,2023,MEDIUM,19.0,32.0,1
OCO,6.174,2023,HARD,12.0,39.0,1
OCO,6.174,2023,MEDIUM,1.0,16.0,1
NOR,6.174,2023,HARD,17.0,34.0,1
HAM,6.174,2023,MEDIUM,20.0,31.0,1
SAI,6.174,2023,MEDIUM,19.0,32.0,1
SAI,6.174,2023,MEDIUM,1.0,15.0,1
RUS,6.174,2023,HARD,16.0,35.0,1
RUS,6.174,2023,MEDIUM,1.0,18.0,1
BOT,6.174,2023,HARD,19.0,32.0,1
BOT,6.174,2023,MEDIUM,18.0,18.0,1
PIA,6.174,2023,SOFT,36.0,14.0,1
VER,5.278,2023,HARD,9.0,47.0,1
GAS,5.278,2023,SOFT,1.0,8.0,1
GAS,5.278,2023,HARD,9.0,47.0,1
PER,5.278,2023,HARD,9.0,48.0,1
ALO,5.278,2023,HARD,9.0,47.0,1
STR,5.278,2023,HARD,9.0,47.0,1
SAR,5.278,2023,MEDIUM,9.0,28.0,1
SAR,5.278,2023,HARD,37.0,25.0,1
DEV,5.278,2023,HARD,8.0,46.0,1
DEV,5.278,2023,MEDIUM,9.0,37.0,1
DEV,5.278,2023,SOFT,46.0,9.0,1
TSU,5.278,2023,HARD,9.0,46.0,1
ALB,5.278,2023,SOFT,58.0,9.0,1
ZHO,5.278,2023,HARD,2.0,53.0,1
HUL,5.278,2023,HARD,9.0,47.0,1
OCO,5.278,2023,HARD,2.0,54.0,1
NOR,5.278,2023,HARD,9.0,47.0,1
HAM,5.278,2023,HARD,9.0,47.0,1
SAI,5.278,2023,HARD,8.0,48.0,1
BOT,5.278,2023,HARD,2.0,52.0,1
PIA,5.278,2023,HARD,9.0,46.0,1
GAS,6.003,2023,HARD,11.0,41.0,1
PER,6.003,2023,HARD,24.0,28.0,1
ALO,6.003,2023,HARD,12.0,40.0,1
LEC,6.003,2023,HARD,12.0,40.0,1
STR,6.003,2023,HARD,12.0,40.0,1
SAR,6.003,2023,HARD,12.0,43.0,1
MAG,6.003,2023,HARD,9.0,43.0,1
DEV,6.003,2023,HARD,11.0,41.0,1
ALB,6.003,2023,HARD,9.0,43.0,1
ZHO,6.003,2023,HARD,8.0,44.0,1
HUL,6.003,2023,HARD,12.0,25.0,1
HUL,6.003,2023,HARD,1.0,49.0,1
OCO,6.003,2023,HARD,1.0,50.0,1
HAM,6.003,2023,HARD,10.0,42.0,1
SAI,6.003,2023,HARD,10.0,42.0,1
RUS,6.003,2023,HARD,12.0,40.0,1
RUS,6.003,2023,HARD,12.0,38.0,1
BOT,6.003,2023,HARD,13.0,22.0,1
PIA,6.003,2023,MEDIUM,35.0,16.0,1
VER,5.412,2023,HARD,1.0,45.0,1
PER,5.412,2023,MEDIUM,46.0,12.0,1
PER,5.412,2023,MEDIUM,1.0,20.0,1
ALO,5.412,2023,HARD,21.0,37.0,1
ALO,5.412,2023,MEDIUM,1.0,25.0,1
RUS,5.412,2023,HARD,25.0,34.0,1
RUS,5.412,2023,MEDIUM,1.0,17.0,1
SAI,5.412,2023,HARD,18.0,40.0,1
SAI,5.412,2023,MEDIUM,1.0,18.0,1
HAM,5.412,2023,HARD,19.0,39.0,1
HAM,5.412,2023,HARD,1.0,37.0,1
LEC,5.412,2023,MEDIUM,38.0,20.0,1
LEC,5.412,2023,MEDIUM,1.0,17.0,1
GAS,5.412,2023,HARD,18.0,40.0,1
GAS,5.412,2023,MEDIUM,1.0,15.0,1
OCO,5.412,2023,HARD,16.0,42.0,1
OCO,5.412,2023,HARD,1.0,39.0,1
MAG,5.412,2023,MEDIUM,40.0,18.0,1
MAG,5.412,2023,MEDIUM,1.0,14.0,1
TSU,5.412,2023,HARD,15.0,43.0,1
TSU,5.412,2023,HARD,1.0,36.0,1
STR,5.412,2023,MEDIUM,37.0,21.0,1
STR,5.412,2023,HARD,1.0,43.0,1
BOT,5.412,2023,MEDIUM,43.0,16.0,1
BOT,5.412,2023,MEDIUM,1.0,15.0,1
ALB,5.412,2023,HARD,16.0,42.0,1
ALB,5.412,2023,MEDIUM,1.0,22.0,1
HUL,5.412,2023,HARD,23.0,35.0,1
HUL,5.412,2023,HARD,1.0,33.0,1
ZHO,5.412,2023,MEDIUM,34.0,24.0,1
ZHO,5.412,2023,HARD,1.0,31.0,1
NOR,5.412,2023,MEDIUM,32.0,26.0,1
DEV,5.412,2023,HARD,5.0,53.0,1
DEV,5.412,2023,MEDIUM,1.0,15.0,1
PIA,5.412,2023,HARD,16.0,42.0,1
SAR,5.412,2023,HARD,6.0,51.0,1
GAS,3.337,2023,HARD,1.0,47.0,1
PER,3.337,2023,HARD,2.0,33.0,1
PER,3.337,2023,MEDIUM,35.0,20.0,1
ALO,3.337,2023,HARD,1.0,55.0,1
LEC,3.337,2023,HARD,1.0,44.0,1
STR,3.337,2023,HARD,1.0,52.0,1
SAR,3.337,2023,MEDIUM,1.0,20.0,1
SAR,3.337,2023,SOFT,24.0,29.0,1
MAG,3.337,2023,HARD,1.0,56.0,1
ALB,3.337,2023,MEDIUM,1.0,18.0,1
ALB,3.337,2023,HARD,19.0,34.0,1
ZHO,3.337,2023,HARD,2.0,51.0,1
HUL,3.337,2023,HARD,2.0,53.0,1
OCO,3.337,2023,MEDIUM,1.0,32.0,1
OCO,3.337,2023,HARD,33.0,22.0,1
HAM,3.337,2023,MEDIUM,1.0,31.0,1
HAM,3.337,2023,HARD,32.0,23.0,1
SAI,3.337,2023,HARD,1.0,33.0,1
SAI,3.337,2023,MEDIUM,34.0,22.0,1
RUS,3.337,2023,HARD,1.0,54.0,1
BOT,3.337,2023,HARD,1.0,51.0,1
PIA,3.337,2023,HARD,1.0,54.0,1
VER,4.657,2023,MEDIUM,1.0,26.0,1
VER,4.657,2023,HARD,27.0,26.0,1
HAM,4.657,2023,SOFT,53.0,16.0,1
HAM,4.657,2023,SOFT,1.0,27.0,1
HAM,4.657,2023,MEDIUM,25.0,26.0,1
RUS,4.657,2023,SOFT,51.0,19.0,1
RUS,4.657,2023,SOFT,1.0,25.0,1
RUS,4.657,2023,MEDIUM,26.0,20.0,1
PER,4.657,2023,SOFT,46.0,24.0,1
PER,4.657,2023,MEDIUM,1.0,27.0,1
PER,4.657,2023,HARD,28.0,23.0,1
SAI,4.657,2023,SOFT,51.0,16.0,1
SAI,4.657,2023,SOFT,1.0,18.0,1
SAI,4.657,2023,MEDIUM,16.0,26.0,1
STR,4.657,2023,HARD,42.0,25.0,1
STR,4.657,2023,SOFT,1.0,17.0,1
STR,4.657,2023,SOFT,15.0,23.0,1
ALO,4.657,2023,HARD,35.0,32.0,1
ALO,4.657,2023,SOFT,1.0,22.0,1
ALO,4.657,2023,SOFT,20.0,28.0,1
OCO,4.657,2023,HARD,45.0,22.0,1
OCO,4.657,2023,SOFT,1.0,16.0,1
OCO,4.657,2023,MEDIUM,14.0,22.0,1
ZHO,4.657,2023,HARD,36.0,31.0,1
ZHO,4.657,2023,SOFT,1.0,9.0,1
ZHO,4.657,2023,HARD,10.0,27.0,1
GAS,4.657,2023,HARD,37.0,30.0,1
GAS,4.657,2023,SOFT,1.0,22.0,1
GAS,4.657,2023,MEDIUM,20.0,20.0,1
LEC,4.657,2023,HARD,40.0,27.0,1
TSU,4.657,2023,HARD,17.0,50.0,1
TSU,4.657,2023,SOFT,1.0,10.0,1
TSU,4.657,2023,HARD,11.0,24.0,1
PIA,4.657,2023,MEDIUM,35.0,32.0,1
PIA,4.657,2023,SOFT,1.0,19.0,1
PIA,4.657,2023,HARD,18.0,22.0,1
DEV,4.657,2023,MEDIUM,40.0,26.0,1
DEV,4.657,2023,SOFT,1.0,9.0,1
DEV,4.657,2023,HARD,10.0,29.0,1
HUL,4.657,2023,MEDIUM,39.0,27.0,1
HUL,4.657,2023,SOFT,1.0,11.0,1
HUL,4.657,2023,MEDIUM,9.0,18.0,1
ALB,4.657,2023,MEDIUM,44.0,22.0,1
ALB,4.657,2023,SOFT,1.0,16.0,1
ALB,4.657,2023,HARD,17.0,21.0,1
NOR,4.657,2023,MEDIUM,38.0,28.0,1
NOR,4.657,2023,HARD,2.0,21.0,1
NOR,4.657,2023,MEDIUM,23.0,28.0,1
MAG,4.657,2023,SOFT,51.0,18.0,1
MAG,4.657,2023,SOFT,1.0,10.0,1
MAG,4.657,2023,MEDIUM,11.0,14.0,1
BOT,4.657,2023,MEDIUM,43.0,23.0,1
BOT,4.657,2023,HARD,6.0,34.0,1
SAR,4.657,2023,HARD,40.0,26.0,1
SAR,4.657,2023,MEDIUM,1.0,17.0,1
SAR,4.657,2023,HARD,18.0,19.0,1
VER,4.361,2023,MEDIUM,1.0,12.0,1
VER,4.361,2023,HARD,13.0,30.0,1
GAS,4.361,2023,MEDIUM,43.0,28.0,1
GAS,4.361,2023,SOFT,1.0,10.0,1
GAS,4.361,2023,HARD,11.0,23.0,1
PER,4.361,2023,HARD,34.0,37.0,1
PER,4.361,2023,HARD,1.0,37.0,1
PER,4.361,2023,MEDIUM,38.0,31.0,1
ALO,4.361,2023,MEDIUM,1.0,12.0,1
ALO,4.361,2023,HARD,13.0,29.0,1
LEC,4.361,2023,HARD,42.0,29.0,1
LEC,4.361,2023,MEDIUM,1.0,39.0,1
STR,4.361,2023,HARD,40.0,31.0,1
SAR,4.361,2023,HARD,28.0,43.0,1
MAG,4.361,2023,HARD,1.0,35.0,1
MAG,4.361,2023,MEDIUM,36.0,18.0,1
DEV,4.361,2023,MEDIUM,54.0,16.0,1
DEV,4.361,2023,HARD,12.0,39.0,1
TSU,4.361,2023,HARD,51.0,19.0,1
ALB,4.361,2023,MEDIUM,1.0,13.0,1
ZHO,4.361,2023,MEDIUM,1.0,12.0,1
ZHO,4.361,2023,HARD,13.0,20.0,1
HUL,4.361,2023,HARD,33.0,37.0,1
HUL,4.361,2023,HARD,12.0,20.0,1
OCO,4.361,2023,HARD,32.0,38.0,1
OCO,4.361,2023,MEDIUM,1.0,12.0,1
OCO,4.361,2023,HARD,13.0,24.0,1
NOR,4.361,2023,HARD,37.0,34.0,1
NOR,4.361,2023,MEDIUM,1.0,12.0,1
NOR,4.361,2023,HARD,13.0,23.0,1
HAM,4.361,2023,HARD,36.0,36.0,1
HAM,4.361,2023,MEDIUM,1.0,12.0,1
HAM,4.361,2023,HARD,13.0,28.0,1
SAI,4.361,2023,MEDIUM,41.0,30.0,1
SAI,4.361,2023,MEDIUM,1.0,38.0,1
RUS,4.361,2023,HARD,39.0,32.0,1
RUS,4.361,2023,MEDIUM,1.0,12.0,1
BOT,4.361,2023,HARD,13.0,42.0,1
BOT,4.361,2023,HARD,1.0,36.0,1
PIA,4.361,2023,MEDIUM,37.0,34.0,1
PIA,4.361,2023,MEDIUM,1.0,12.0,1
PIA,4.361,2023,HARD,13.0,25.0,1
VER,4.326,2023,MEDIUM,1.0,24.0,1
VER,4.326,2023,HARD,25.0,25.0,1
VER,4.326,2023,MEDIUM,50.0,20.0,1
GAS,4.326,2023,MEDIUM,1.0,14.0,1
GAS,4.326,2023,HARD,15.0,30.0,1
PER,4.326,2023,MEDIUM,45.0,27.0,1
PER,4.326,2023,MEDIUM,1.0,25.0,1
PER,4.326,2023,MEDIUM,26.0,25.0,1
ALO,4.326,2023,HARD,51.0,21.0,1
ALO,4.326,2023,MEDIUM,16.0,29.0,1
LEC,4.326,2023,MEDIUM,45.0,27.0,1
LEC,4.326,2023,MEDIUM,1.0,15.0,1
LEC,4.326,2023,MEDIUM,16.0,32.0,1
STR,4.326,2023,HARD,48.0,24.0,1
STR,4.326,2023,MEDIUM,1.0,15.0,1
STR,4.326,2023,HARD,16.0,21.0,1
SAR,4.326,2023,MEDIUM,55.0,17.0,1
SAR,4.326,2023,MEDIUM,1.0,14.0,1
SAR,4.326,2023,HARD,15.0,29.0,1
MAG,4.326,2023,HARD,44.0,27.0,1
MAG,4.326,2023,HARD,3.0,32.0,1
DEV,4.326,2023,HARD,35.0,37.0,1
DEV,4.326,2023,MEDIUM,1.0,12.0,1
DEV,4.326,2023,HARD,13.0,25.0,1
TSU,4.326,2023,MEDIUM,38.0,33.0,1
TSU,4.326,2023,HARD,2.0,22.0,1
TSU,4.326,2023,HARD,24.0,20.0,1
ALB,4.326,2023,MEDIUM,44.0,27.0,1
ALB,4.326,2023,MEDIUM,1.0,14.0,1
ALB,4.326,2023,HARD,15.0,27.0,1
ZHO,4.326,2023,HARD,42.0,30.0,1
ZHO,4.326,2023,HARD,9.0,30.0,1
HUL,4.326,2023,HARD,39.0,32.0,1
HUL,4.326,2023,MEDIUM,1.0,14.0,1
OCO,4.326,2023,MEDIUM,1.0,14.0,1
OCO,4.326,2023,HARD,15.0,26.0,1
NOR,4.326,2023,HARD,41.0,30.0,1
NOR,4.326,2023,MEDIUM,1.0,14.0,1
NOR,4.326,2023,HARD,15.0,27.0,1
HAM,4.326,2023,HARD,42.0,30.0,1
HAM,4.326,2023,MEDIUM,1.0,14.0,1
HAM,4.326,2023,HARD,15.0,28.0,1
SAI,4.326,2023,MEDIUM,43.0,29.0,1
SAI,4.326,2023,MEDIUM,1.0,15.0,1
SAI,4.326,2023,MEDIUM,16.0,30.0,1
RUS,4.326,2023,HARD,46.0,26.0,1
RUS,4.326,2023,MEDIUM,1.0,14.0,1
RUS,4.326,2023,HARD,15.0,27.0,1
BOT,4.326,2023,MEDIUM,42.0,30.0,1
BOT,4.326,2023,HARD,1.0,21.0,1
BOT,4.326,2023,MEDIUM,22.0,19.0,1
PIA,4.326,2023,HARD,41.0,30.0,1
PIA,4.326,2023,MEDIUM,1.0,14.0,1
PIA,4.326,2023,HARD,23.0,19.0,1
VER,5.891,2023,MEDIUM,1.0,33.0,1
GAS,5.891,2023,SOFT,34.0,22.0,1
GAS,5.891,2023,MEDIUM,1.0,31.0,1
PER,5.891,2023,SOFT,32.0,18.0,1
PER,5.891,2023,MEDIUM,1.0,28.0,1
ALO,5.891,2023,SOFT,29.0,24.0,1
ALO,5.891,2023,MEDIUM,1.0,34.0,1
LEC,5.891,2023,SOFT,34.0,22.0,1
LEC,5.891,2023,MEDIUM,1.0,18.0,1
STR,5.891,2023,MEDIUM,33.0,20.0,1
STR,5.891,2023,MEDIUM,1.0,32.0,1
SAR,5.891,2023,SOFT,32.0,24.0,1
SAR,5.891,2023,MEDIUM,1.0,29.0,1
MAG,5.891,2023,SOFT,30.0,23.0,1
DEV,5.891,2023,MEDIUM,1.0,32.0,1
DEV,5.891,2023,SOFT,1.0,27.0,1
TSU,5.891,2023,SOFT,33.0,20.0,1
TSU,5.891,2023,SOFT,1.0,14.0,1
ALB,5.891,2023,SOFT,33.0,20.0,1
ALB,5.891,2023,MEDIUM,1.0,32.0,1
ZHO,5.891,2023,SOFT,33.0,24.0,1
ZHO,5.891,2023,MEDIUM,1.0,24.0,1
HUL,5.891,2023,SOFT,34.0,19.0,1
HUL,5.891,2023,MEDIUM,8.0,25.0,1
OCO,5.891,2023,SOFT,33.0,20.0,1
NOR,5.891,2023,SOFT,1.0,9.0,1
NOR,5.891,2023,MEDIUM,1.0,33.0,1
HAM,5.891,2023,HARD,34.0,19.0,1
HAM,5.891,2023,MEDIUM,1.0,33.0,1
SAI,5.891,2023,SOFT,34.0,22.0,1
SAI,5.891,2023,MEDIUM,1.0,26.0,1
RUS,5.891,2023,HARD,27.0,26.0,1
RUS,5.891,2023,SOFT,1.0,31.0,1
BOT,5.891,2023,MEDIUM,29.0,24.0,1
BOT,5.891,2023,HARD,1.0,32.0,1
PIA,5.891,2023,SOFT,33.0,20.0,1
PIA,5.891,2023,MEDIUM,1.0,29.0,1
VER,4.381,2023,MEDIUM,1.0,26.0,1
VER,4.381,2023,HARD,24.0,28.0,1
NOR,4.381,2023,MEDIUM,52.0,22.0,1
NOR,4.381,2023,MEDIUM,1.0,17.0,1
NOR,4.381,2023,HARD,18.0,27.0,1
PER,4.381,2023,MEDIUM,45.0,29.0,1
PER,4.381,2023,HARD,1.0,27.0,1
PER,4.381,2023,MEDIUM,25.0,24.0,1
HAM,4.381,2023,MEDIUM,43.0,31.0,1
HAM,4.381,2023,MEDIUM,1.0,19.0,1
HAM,4.381,2023,HARD,17.0,33.0,1
PIA,4.381,2023,MEDIUM,50.0,24.0,1
PIA,4.381,2023,MEDIUM,1.0,20.0,1
PIA,4.381,2023,HARD,19.0,24.0,1
RUS,4.381,2023,MEDIUM,43.0,31.0,1
RUS,4.381,2023,HARD,1.0,28.0,1
RUS,4.381,2023,MEDIUM,29.0,18.0,1
LEC,4.381,2023,MEDIUM,47.0,24.0,1
LEC,4.381,2023,MEDIUM,1.0,20.0,1
LEC,4.381,2023,HARD,18.0,26.0,1
SAI,4.381,2023,HARD,44.0,31.0,1
SAI,4.381,2023,SOFT,1.0,15.0,1
SAI,4.381,2023,HARD,16.0,29.0,1
ALO,4.381,2023,HARD,45.0,29.0,1
ALO,4.381,2023,MEDIUM,1.0,23.0,1
ALO,4.381,2023,HARD,21.0,27.0,1
STR,4.381,2023,HARD,44.0,27.0,1
STR,4.381,2023,SOFT,1.0,9.0,1
STR,4.381,2023,HARD,10.0,30.0,1
ALB,4.381,2023,HARD,35.0,39.0,1
ALB,4.381,2023,HARD,9.0,26.0,1
BOT,4.381,2023,HARD,32.0,38.0,1
BOT,4.381,2023,MEDIUM,1.0,12.0,1
BOT,4.381,2023,HARD,10.0,36.0,1
RIC,4.381,2023,HARD,41.0,32.0,1
RIC,4.381,2023,MEDIUM,1.0,21.0,1
HUL,4.381,2023,MEDIUM,30.0,43.0,1
HUL,4.381,2023,MEDIUM,1.0,19.0,1
HUL,4.381,2023,HARD,17.0,25.0,1
TSU,4.381,2023,HARD,39.0,36.0,1
TSU,4.381,2023,SOFT,1.0,9.0,1
TSU,4.381,2023,HARD,10.0,38.0,1
ZHO,4.381,2023,MEDIUM,45.0,25.0,1
ZHO,4.381,2023,MEDIUM,1.0,13.0,1
ZHO,4.381,2023,HARD,11.0,33.0,1
MAG,4.381,2023,HARD,39.0,36.0,1
MAG,4.381,2023,MEDIUM,1.0,14.0,1
MAG,4.381,2023,HARD,15.0,30.0,1
SAR,4.381,2023,HARD,42.0,33.0,1
SAR,4.381,2023,MEDIUM,1.0,13.0,1
SAR,4.381,2023,HARD,14.0,24.0,1
OCO,4.381,2023,HARD,35.0,33.0,1
VER,7.004,2023,SOFT,1.0,14.0,1
VER,7.004,2023,MEDIUM,15.0,16.0,1
PER,7.004,2023,SOFT,31.0,14.0,1
PER,7.004,2023,SOFT,1.0,13.0,1
PER,7.004,2023,MEDIUM,14.0,16.0,1
LEC,7.004,2023,SOFT,30.0,15.0,1
LEC,7.004,2023,SOFT,1.0,13.0,1
LEC,7.004,2023,MEDIUM,14.0,15.0,1
HAM,7.004,2023,SOFT,29.0,16.0,1
HAM,7.004,2023,SOFT,1.0,12.0,1
HAM,7.004,2023,MEDIUM,13.0,15.0,1
HAM,7.004,2023,SOFT,28.0,15.0,1
ALO,7.004,2023,MEDIUM,11.0,19.0,1
RUS,7.004,2023,SOFT,30.0,15.0,1
RUS,7.004,2023,MEDIUM,1.0,22.0,1
NOR,7.004,2023,SOFT,23.0,22.0,1
OCO,7.004,2023,SOFT,18.0,27.0,1
OCO,7.004,2023,MEDIUM,7.0,19.0,1
STR,7.004,2023,SOFT,26.0,19.0,1
STR,7.004,2023,MEDIUM,1.0,20.0,1
TSU,7.004,2023,SOFT,21.0,24.0,1
TSU,7.004,2023,MEDIUM,10.0,15.0,1
GAS,7.004,2023,SOFT,25.0,20.0,1
GAS,7.004,2023,SOFT,1.0,23.0,1
BOT,7.004,2023,MEDIUM,24.0,21.0,1
BOT,7.004,2023,MEDIUM,7.0,18.0,1
ZHO,7.004,2023,MEDIUM,25.0,20.0,1
ZHO,7.004,2023,MEDIUM,8.0,18.0,1
ALB,7.004,2023,SOFT,26.0,19.0,1
ALB,7.004,2023,MEDIUM,8.0,16.0,1
MAG,7.004,2023,SOFT,34.0,11.0,1
MAG,7.004,2023,MEDIUM,6.0,20.0,1
RIC,7.004,2023,MEDIUM,26.0,19.0,1
RIC,7.004,2023,MEDIUM,6.0,17.0,1
SAR,7.004,2023,MEDIUM,23.0,22.0,1
SAR,7.004,2023,SOFT,1.0,8.0,1
SAR,7.004,2023,MEDIUM,9.0,16.0,1
HUL,7.004,2023,SOFT,35.0,10.0,1
HUL,7.004,2023,MEDIUM,1.0,12.0,1
HUL,7.004,2023,SOFT,13.0,12.0,1
SAI,7.004,2023,SOFT,25.0,20.0,1
PIA,7.004,2023,MEDIUM,8.0,16.0,1
VER,4.259,2023,SOFT,12.0,38.0,1
VER,4.259,2023,SOFT,50.0,13.0,1
GAS,4.259,2023,SOFT,12.0,35.0,1
GAS,4.259,2023,SOFT,47.0,14.0,1
PER,4.259,2023,SOFT,13.0,33.0,1
PER,4.259,2023,SOFT,46.0,16.0,1
ALO,4.259,2023,SOFT,11.0,38.0,1
ALO,4.259,2023,SOFT,49.0,15.0,1
