circut_length,compound,tyre_life
5.513,MEDIUM,21.0
5.513,MEDIUM,16.0
5.513,MEDIUM,8.0
5.513,HARD,18.0
5.513,MEDIUM,38.0
5.513,MEDIUM,10.0
5.513,MEDIUM,23.0
5.513,HARD,23.0
5.513,MEDIUM,9.0
5.513,MEDIUM,9.0
5.513,HARD,38.0
5.513,MEDIUM,9.0
5.513,HARD,14.0
5.513,HARD,33.0
5.513,MEDIUM,10.0
5.513,HARD,25.0
5.513,HARD,21.0
5.513,HARD,18.0
5.513,HARD,27.0
5.513,MEDIUM,11.0
5.513,MEDIUM,14.0
5.513,HARD,20.0
5.513,HARD,22.0
5.513,MEDIUM,12.0
5.513,HARD,22.0
5.513,HARD,22.0
5.513,HARD,18.0
5.513,MEDIUM,15.0
5.513,HARD,23.0
5.513,MEDIUM,19.0
5.513,MEDIUM,24.0
5.513,HARD,16.0
5.513,MEDIUM,1.0
5.513,MEDIUM,5.0
5.513,MEDIUM,13.0
5.513,HARD,38.0
5.513,MEDIUM,13.0
5.513,HARD,23.0
5.513,HARD,18.0
5.513,SOFT,5.0
5.513,MEDIUM,10.0
4.304,SOFT,28.0
4.304,MEDIUM,46.0
4.304,MEDIUM,40.0
4.304,SOFT,30.0
4.304,SOFT,26.0
4.304,MEDIUM,48.0
4.304,MEDIUM,40.0
4.304,HARD,24.0
4.304,SOFT,30.0
4.304,MEDIUM,43.0
4.304,MEDIUM,18.0
4.304,SOFT,23.0
4.304,SOFT,30.0
4.304,MEDIUM,38.0
4.304,SOFT,35.0
4.304,SOFT,29.0
4.304,MEDIUM,21.0
4.304,MEDIUM,38.0
4.304,SOFT,32.0
4.304,MEDIUM,45.0
4.304,SOFT,25.0
4.304,MEDIUM,44.0
4.304,SOFT,26.0
4.304,MEDIUM,33.0
4.304,HARD,37.0
4.304,MEDIUM,31.0
4.304,HARD,39.0
4.304,MEDIUM,29.0
4.304,HARD,42.0
4.304,SOFT,29.0
4.304,MEDIUM,46.0
4.304,SOFT,38.0
4.304,MEDIUM,33.0
4.304,SOFT,32.0
4.304,MEDIUM,42.0
4.304,SOFT,23.0
4.304,HARD,29.0
4.304,SOFT,17.0
4.304,MEDIUM,34.0
4.304,HARD,35.0
4.304,SOFT,5.0
4.304,MEDIUM,39.0
4.309,SOFT,7.0
4.309,MEDIUM,16.0
4.309,SOFT,32.0
4.309,SOFT,23.0
4.309,SOFT,19.0
4.309,MEDIUM,16.0
4.309,SOFT,22.0
4.309,MEDIUM,19.0
4.309,SOFT,23.0
4.309,MEDIUM,24.0
4.309,MEDIUM,24.0
4.309,MEDIUM,14.0
4.309,MEDIUM,21.0
4.309,MEDIUM,17.0
4.309,SOFT,19.0
4.309,MEDIUM,7.0
4.309,MEDIUM,14.0
4.309,SOFT,23.0
4.309,SOFT,28.0
4.309,MEDIUM,30.0
4.309,MEDIUM,20.0
4.309,SOFT,23.0
4.309,MEDIUM,1.0
4.309,MEDIUM,20.0
4.309,SOFT,20.0
4.309,SOFT,14.0
4.309,MEDIUM,16.0
4.309,HARD,4.0
4.309,MEDIUM,21.0
4.309,MEDIUM,22.0
4.309,MEDIUM,24.0
4.309,SOFT,16.0
4.309,MEDIUM,21.0
4.309,SOFT,34.0
4.309,SOFT,1.0
4.309,SOFT,24.0
4.309,MEDIUM,23.0
4.309,SOFT,27.0
4.309,SOFT,24.0
4.309,MEDIUM,21.0
4.309,SOFT,12.0
4.309,SOFT,29.0
4.309,MEDIUM,19.0
4.309,SOFT,29.0
4.309,MEDIUM,24.0
4.309,SOFT,22.0
4.309,SOFT,29.0
4.309,SOFT,26.0
4.309,MEDIUM,20.0
4.309,MEDIUM,27.0
4.309,MEDIUM,17.0
4.309,SOFT,19.0
4.309,MEDIUM,17.0
4.309,SOFT,24.0
4.309,MEDIUM,20.0
4.309,HARD,12.0
4.309,MEDIUM,20.0
4.309,SOFT,19.0
4.309,SOFT,24.0
4.309,MEDIUM,25.0
4.309,SOFT,31.0
4.309,SOFT,24.0
4.309,MEDIUM,21.0
5.281,MEDIUM,20.0
5.281,HARD,38.0
5.281,MEDIUM,21.0
5.281,HARD,37.0
5.281,MEDIUM,15.0
5.281,HARD,18.0
5.281,HARD,25.0
5.281,MEDIUM,17.0
5.281,HARD,22.0
5.281,HARD,19.0
5.281,MEDIUM,15.0
5.281,HARD,24.0
5.281,MEDIUM,19.0
5.281,MEDIUM,15.0
5.281,HARD,27.0
5.281,MEDIUM,16.0
5.281,MEDIUM,14.0
5.281,HARD,27.0
5.281,HARD,17.0
5.281,MEDIUM,13.0
5.281,HARD,28.0
5.281,MEDIUM,19.0
5.281,MEDIUM,19.0
5.281,HARD,39.0
5.281,MEDIUM,25.0
5.281,HARD,34.0
5.281,MEDIUM,14.0
5.281,HARD,24.0
5.281,SOFT,20.0
5.281,MEDIUM,15.0
5.281,HARD,29.0
5.281,SOFT,13.0
5.281,MEDIUM,12.0
5.281,HARD,23.0
5.281,MEDIUM,22.0
5.281,SOFT,14.0
5.281,HARD,43.0
5.281,HARD,30.0
5.281,MEDIUM,27.0
5.281,MEDIUM,14.0
5.281,HARD,20.0
5.281,MEDIUM,23.0
5.281,HARD,28.0
5.281,MEDIUM,29.0
5.281,MEDIUM,18.0
5.281,HARD,37.0
5.281,MEDIUM,15.0
5.281,HARD,23.0
5.281,MEDIUM,17.0
5.281,MEDIUM,19.0
5.412,SOFT,17.0
5.412,SOFT,22.0
5.412,HARD,21.0
5.412,SOFT,9.0
5.412,HARD,16.0
5.412,HARD,15.0
5.412,SOFT,17.0
5.412,SOFT,20.0
5.412,SOFT,19.0
5.412,HARD,23.0
5.412,SOFT,17.0
5.412,HARD,20.0
5.412,HARD,23.0
5.412,SOFT,13.0
5.412,HARD,20.0
5.412,HARD,7.0
5.412,SOFT,18.0
5.412,HARD,15.0
5.412,HARD,27.0
5.412,SOFT,12.0
5.412,SOFT,18.0
5.412,HARD,10.0
5.412,SOFT,16.0
5.412,HARD,15.0
5.412,HARD,14.0
5.412,SOFT,11.0
5.412,SOFT,16.0
5.412,SOFT,11.0
5.412,HARD,16.0
5.412,HARD,29.0
5.412,SOFT,10.0
5.412,HARD,16.0
5.412,HARD,14.0
5.412,SOFT,20.0
5.412,SOFT,11.0
5.412,SOFT,15.0
5.412,HARD,14.0
5.412,SOFT,17.0
5.412,SOFT,12.0
5.412,HARD,20.0
5.412,SOFT,25.0
5.412,SOFT,5.0
5.412,SOFT,14.0
5.412,HARD,15.0
5.412,HARD,14.0
5.412,SOFT,19.0
5.412,SOFT,15.0
5.412,HARD,20.0
5.412,HARD,9.0
5.412,SOFT,10.0
5.412,HARD,7.0
5.412,SOFT,13.0
5.412,MEDIUM,10.0
5.412,HARD,10.0
5.412,SOFT,11.0
5.412,SOFT,7.0
5.412,SOFT,15.0
5.412,HARD,18.0
5.412,HARD,27.0
5.412,SOFT,16.0
5.412,HARD,18.0
5.412,HARD,26.0
5.412,SOFT,16.0
5.412,HARD,18.0
5.412,HARD,26.0
5.412,SOFT,11.0
5.412,HARD,18.0
5.412,HARD,28.0
6.174,MEDIUM,18.0
6.174,HARD,32.0
6.174,MEDIUM,14.0
6.174,HARD,36.0
6.174,MEDIUM,18.0
6.174,HARD,32.0
6.174,MEDIUM,18.0
6.174,HARD,33.0
6.174,SOFT,16.0
6.174,HARD,34.0
6.174,MEDIUM,13.0
6.174,HARD,5.0
6.174,HARD,18.0
6.174,MEDIUM,32.0
6.174,MEDIUM,8.0
6.174,HARD,42.0
6.174,MEDIUM,17.0
6.174,HARD,33.0
6.174,MEDIUM,17.0
6.174,HARD,33.0
6.174,MEDIUM,17.0
6.174,HARD,10.0
6.174,MEDIUM,11.0
6.174,HARD,7.0
6.174,MEDIUM,32.0
6.174,MEDIUM,11.0
6.174,HARD,39.0
6.174,MEDIUM,16.0
6.174,HARD,34.0
6.174,SOFT,2.0
6.174,HARD,17.0
6.174,MEDIUM,31.0
6.174,HARD,18.0
6.174,MEDIUM,32.0
6.174,MEDIUM,15.0
6.174,HARD,35.0
6.174,MEDIUM,18.0
6.174,HARD,32.0
6.174,MEDIUM,9.0
6.174,HARD,8.0
6.174,MEDIUM,18.0
6.174,SOFT,14.0
6.174,MEDIUM,1.0
5.278,MEDIUM,8.0
5.278,HARD,47.0
5.278,SOFT,6.0
5.278,SOFT,8.0
5.278,HARD,47.0
5.278,SOFT,3.0
5.278,HARD,1.0
5.278,MEDIUM,1.0
5.278,HARD,6.0
5.278,HARD,48.0
5.278,SOFT,2.0
5.278,SOFT,1.0
5.278,MEDIUM,9.0
5.278,HARD,47.0
5.278,SOFT,6.0
5.278,SOFT,5.0
5.278,MEDIUM,1.0
5.278,MEDIUM,9.0
5.278,HARD,47.0
5.278,SOFT,7.0
5.278,SOFT,7.0
5.278,HARD,1.0
5.278,HARD,7.0
5.278,MEDIUM,28.0
5.278,HARD,25.0
5.278,SOFT,3.0
5.278,MEDIUM,7.0
5.278,HARD,46.0
5.278,HARD,8.0
5.278,MEDIUM,37.0
5.278,SOFT,9.0
5.278,SOFT,7.0
5.278,MEDIUM,8.0
5.278,HARD,46.0
5.278,SOFT,1.0
5.278,SOFT,6.0
5.278,SOFT,9.0
5.278,MEDIUM,7.0
5.278,SOFT,1.0
5.278,HARD,53.0
5.278,SOFT,1.0
5.278,SOFT,3.0
5.278,MEDIUM,8.0
5.278,HARD,47.0
5.278,SOFT,6.0
5.278,SOFT,5.0
5.278,SOFT,1.0
5.278,HARD,54.0
5.278,SOFT,2.0
5.278,MEDIUM,8.0
5.278,HARD,47.0
5.278,SOFT,2.0
5.278,SOFT,5.0
5.278,MEDIUM,8.0
5.278,HARD,47.0
5.278,SOFT,6.0
5.278,SOFT,5.0
5.278,MEDIUM,7.0
5.278,HARD,48.0
5.278,SOFT,6.0
5.278,SOFT,5.0
5.278,MEDIUM,7.0
5.278,HARD,11.0
5.278,SOFT,1.0
5.278,HARD,52.0
5.278,SOFT,5.0
5.278,MEDIUM,8.0
5.278,HARD,46.0
5.278,SOFT,1.0
5.278,SOFT,2.0
6.003,MEDIUM,10.0
6.003,HARD,41.0
6.003,MEDIUM,5.0
6.003,HARD,18.0
6.003,HARD,28.0
6.003,MEDIUM,11.0
6.003,HARD,40.0
6.003,MEDIUM,11.0
6.003,HARD,40.0
6.003,MEDIUM,11.0
6.003,HARD,40.0
6.003,MEDIUM,11.0
6.003,HARD,43.0
6.003,MEDIUM,8.0
6.003,HARD,43.0
6.003,MEDIUM,10.0
6.003,HARD,41.0
6.003,HARD,10.0
6.003,MEDIUM,8.0
6.003,HARD,43.0
6.003,MEDIUM,7.0
6.003,HARD,44.0
6.003,MEDIUM,11.0
6.003,HARD,25.0
6.003,HARD,49.0
6.003,SOFT,1.0
6.003,HARD,50.0
6.003,SOFT,1.0
6.003,MEDIUM,9.0
6.003,HARD,42.0
6.003,MEDIUM,9.0
6.003,HARD,42.0
6.003,MEDIUM,11.0
6.003,HARD,40.0
6.003,MEDIUM,11.0
6.003,HARD,38.0
6.003,SOFT,2.0
6.003,MEDIUM,6.0
6.003,HARD,6.0
6.003,HARD,22.0
6.003,MEDIUM,16.0
6.003,MEDIUM,8.0
5.412,HARD,45.0
5.412,MEDIUM,12.0
5.412,MEDIUM,20.0
5.412,HARD,37.0
5.412,MEDIUM,25.0
5.412,HARD,34.0
5.412,MEDIUM,17.0
5.412,HARD,40.0
5.412,MEDIUM,18.0
5.412,HARD,39.0
5.412,HARD,37.0
5.412,MEDIUM,20.0
5.412,MEDIUM,17.0
5.412,HARD,40.0
5.412,MEDIUM,15.0
5.412,HARD,42.0
5.412,HARD,39.0
5.412,MEDIUM,18.0
5.412,MEDIUM,14.0
5.412,HARD,43.0
5.412,HARD,36.0
5.412,MEDIUM,21.0
5.412,HARD,43.0
5.412,MEDIUM,16.0
5.412,MEDIUM,15.0
5.412,HARD,42.0
5.412,MEDIUM,22.0
5.412,HARD,35.0
5.412,HARD,33.0
5.412,MEDIUM,24.0
5.412,HARD,31.0
5.412,MEDIUM,26.0
5.412,SOFT,4.0
5.412,HARD,53.0
5.412,MEDIUM,15.0
5.412,HARD,42.0
5.412,SOFT,5.0
5.412,HARD,51.0
5.412,MEDIUM,2.0
3.337,MEDIUM,55.0
3.337,HARD,47.0
3.337,MEDIUM,7.0
3.337,MEDIUM,1.0
3.337,HARD,33.0
3.337,MEDIUM,20.0
3.337,HARD,55.0
3.337,MEDIUM,2.0
3.337,HARD,44.0
3.337,MEDIUM,11.0
3.337,HARD,52.0
3.337,MEDIUM,20.0
3.337,HARD,3.0
3.337,SOFT,29.0
3.337,HARD,56.0
3.337,MEDIUM,53.0
3.337,MEDIUM,53.0
3.337,MEDIUM,18.0
3.337,HARD,34.0
3.337,SOFT,1.0
3.337,HARD,51.0
3.337,MEDIUM,1.0
3.337,HARD,53.0
3.337,MEDIUM,32.0
3.337,HARD,22.0
3.337,MEDIUM,50.0
3.337,HARD,4.0
3.337,MEDIUM,31.0
3.337,HARD,23.0
3.337,HARD,33.0
3.337,MEDIUM,22.0
3.337,HARD,54.0
3.337,HARD,51.0
3.337,HARD,54.0
4.657,MEDIUM,26.0
4.657,HARD,26.0
4.657,SOFT,16.0
4.657,SOFT,27.0
4.657,MEDIUM,26.0
4.657,SOFT,19.0
4.657,SOFT,25.0
4.657,MEDIUM,20.0
4.657,SOFT,24.0
4.657,MEDIUM,27.0
4.657,HARD,23.0
4.657,SOFT,16.0
4.657,SOFT,18.0
4.657,MEDIUM,26.0
4.657,HARD,25.0
4.657,SOFT,17.0
4.657,SOFT,23.0
4.657,HARD,32.0
4.657,SOFT,22.0
4.657,SOFT,28.0
4.657,HARD,22.0
4.657,SOFT,16.0
4.657,MEDIUM,22.0
4.657,HARD,31.0
4.657,SOFT,9.0
4.657,HARD,27.0
4.657,HARD,30.0
4.657,SOFT,22.0
4.657,MEDIUM,20.0
4.657,HARD,27.0
4.657,HARD,16.0
4.657,HARD,50.0
4.657,SOFT,10.0
4.657,HARD,24.0
4.657,MEDIUM,32.0
4.657,SOFT,19.0
4.657,HARD,22.0
4.657,MEDIUM,26.0
4.657,SOFT,9.0
4.657,HARD,29.0
4.657,MEDIUM,27.0
4.657,SOFT,11.0
4.657,MEDIUM,18.0
4.657,HARD,17.0
4.657,MEDIUM,22.0
4.657,SOFT,16.0
4.657,HARD,21.0
4.657,MEDIUM,28.0
4.657,SOFT,3.0
4.657,HARD,21.0
4.657,MEDIUM,28.0
4.657,SOFT,18.0
4.657,SOFT,10.0
4.657,MEDIUM,14.0
4.657,HARD,18.0
4.657,MEDIUM,23.0
4.657,SOFT,5.0
4.657,HARD,34.0
4.657,HARD,26.0
4.657,MEDIUM,17.0
4.657,HARD,19.0
4.361,MEDIUM,12.0
4.361,HARD,30.0
4.361,MEDIUM,28.0
4.361,SOFT,10.0
4.361,HARD,23.0
4.361,HARD,37.0
4.361,HARD,37.0
4.361,MEDIUM,31.0
4.361,SOFT,2.0
4.361,MEDIUM,12.0
4.361,HARD,29.0
4.361,HARD,29.0
4.361,MEDIUM,39.0
4.361,HARD,31.0
4.361,MEDIUM,11.0
4.361,HARD,16.0
4.361,HARD,43.0
4.361,MEDIUM,7.0
4.361,HARD,35.0
4.361,MEDIUM,18.0
4.361,MEDIUM,16.0
4.361,MEDIUM,11.0
4.361,HARD,39.0
4.361,HARD,19.0
4.361,MEDIUM,1.0
4.361,HARD,1.0
4.361,HARD,68.0
4.361,MEDIUM,13.0
4.361,HARD,58.0
4.361,MEDIUM,12.0
4.361,HARD,20.0
4.361,HARD,37.0
4.361,MEDIUM,11.0
4.361,HARD,20.0
4.361,HARD,38.0
4.361,MEDIUM,12.0
4.361,HARD,24.0
4.361,HARD,34.0
4.361,MEDIUM,12.0
4.361,HARD,23.0
4.361,HARD,36.0
4.361,MEDIUM,12.0
4.361,HARD,28.0
4.361,MEDIUM,30.0
4.361,MEDIUM,38.0
4.361,HARD,32.0
4.361,MEDIUM,12.0
4.361,HARD,42.0
4.361,HARD,36.0
4.361,MEDIUM,34.0
4.361,MEDIUM,12.0
4.361,HARD,25.0
4.326,MEDIUM,24.0
4.326,HARD,25.0
4.326,MEDIUM,20.0
4.326,SOFT,5.0
4.326,MEDIUM,14.0
4.326,HARD,30.0
4.326,MEDIUM,27.0
4.326,MEDIUM,25.0
4.326,MEDIUM,25.0
4.326,HARD,21.0
4.326,HARD,15.0
4.326,MEDIUM,29.0
4.326,MEDIUM,27.0
4.326,MEDIUM,15.0
4.326,MEDIUM,32.0
4.326,HARD,24.0
4.326,MEDIUM,15.0
4.326,HARD,21.0
4.326,HARD,18.0
4.326,MEDIUM,17.0
4.326,MEDIUM,14.0
4.326,HARD,29.0
4.326,HARD,27.0
4.326,HARD,1.0
4.326,MEDIUM,1.0
4.326,HARD,32.0
4.326,HARD,37.0
4.326,MEDIUM,12.0
4.326,HARD,25.0
4.326,MEDIUM,33.0
4.326,MEDIUM,1.0
4.326,HARD,22.0
4.326,HARD,20.0
4.326,MEDIUM,27.0
4.326,MEDIUM,14.0
4.326,HARD,27.0
4.326,HARD,30.0
4.326,MEDIUM,8.0
4.326,HARD,30.0
4.326,HARD,32.0
4.326,MEDIUM,14.0
4.326,HARD,2.0
4.326,MEDIUM,14.0
4.326,HARD,26.0
4.326,HARD,30.0
4.326,MEDIUM,14.0
4.326,HARD,27.0
4.326,HARD,30.0
4.326,MEDIUM,14.0
4.326,HARD,28.0
4.326,MEDIUM,29.0
4.326,MEDIUM,15.0
4.326,MEDIUM,30.0
4.326,HARD,26.0
4.326,MEDIUM,14.0
4.326,HARD,27.0
4.326,MEDIUM,30.0
4.326,HARD,21.0
4.326,MEDIUM,19.0
4.326,HARD,30.0
4.326,MEDIUM,14.0
4.326,HARD,8.0
4.326,HARD,19.0
5.891,MEDIUM,33.0
5.891,SOFT,22.0
5.891,MEDIUM,31.0
5.891,SOFT,18.0
5.891,MEDIUM,28.0
5.891,SOFT,24.0
5.891,MEDIUM,34.0
5.891,SOFT,22.0
5.891,MEDIUM,18.0
5.891,HARD,14.0
5.891,MEDIUM,20.0
5.891,MEDIUM,32.0
5.891,SOFT,24.0
5.891,MEDIUM,29.0
5.891,SOFT,23.0
5.891,MEDIUM,32.0
5.891,SOFT,27.0
5.891,MEDIUM,5.0
5.891,SOFT,20.0
5.891,SOFT,14.0
5.891,HARD,18.0
5.891,SOFT,20.0
5.891,MEDIUM,32.0
5.891,SOFT,24.0
5.891,MEDIUM,24.0
5.891,HARD,9.0
5.891,SOFT,19.0
5.891,HARD,7.0
5.891,MEDIUM,25.0
5.891,SOFT,20.0
5.891,SOFT,9.0
5.891,MEDIUM,33.0
5.891,HARD,19.0
5.891,MEDIUM,33.0
5.891,SOFT,22.0
5.891,MEDIUM,26.0
5.891,HARD,26.0
5.891,SOFT,31.0
5.891,MEDIUM,24.0
5.891,HARD,32.0
5.891,SOFT,20.0
5.891,MEDIUM,29.0
4.381,MEDIUM,26.0
4.381,HARD,28.0
4.381,MEDIUM,22.0
4.381,MEDIUM,17.0
4.381,HARD,27.0
4.381,MEDIUM,29.0
4.381,HARD,27.0
4.381,MEDIUM,24.0
4.381,MEDIUM,31.0
4.381,MEDIUM,19.0
4.381,HARD,33.0
4.381,MEDIUM,24.0
4.381,MEDIUM,20.0
4.381,HARD,24.0
4.381,MEDIUM,31.0
4.381,HARD,28.0
4.381,MEDIUM,18.0
4.381,MEDIUM,24.0
4.381,MEDIUM,20.0
4.381,HARD,26.0
4.381,HARD,31.0
4.381,SOFT,15.0
4.381,HARD,29.0
4.381,HARD,29.0
4.381,MEDIUM,23.0
4.381,HARD,27.0
4.381,HARD,27.0
4.381,SOFT,9.0
4.381,HARD,30.0
4.381,HARD,39.0
4.381,MEDIUM,8.0
4.381,HARD,26.0
4.381,HARD,38.0
4.381,MEDIUM,12.0
4.381,HARD,36.0
4.381,HARD,32.0
4.381,MEDIUM,21.0
4.381,HARD,14.0
4.381,MEDIUM,43.0
4.381,MEDIUM,19.0
4.381,HARD,25.0
4.381,HARD,36.0
4.381,SOFT,9.0
4.381,HARD,38.0
4.381,MEDIUM,25.0
4.381,MEDIUM,13.0
4.381,HARD,33.0
4.381,HARD,36.0
4.381,MEDIUM,14.0
4.381,HARD,30.0
4.381,HARD,33.0
4.381,MEDIUM,13.0
4.381,HARD,24.0
4.381,HARD,33.0
4.381,MEDIUM,5.0
7.004,SOFT,14.0
7.004,MEDIUM,16.0
7.004,SOFT,14.0
7.004,SOFT,13.0
7.004,MEDIUM,16.0
7.004,SOFT,15.0
7.004,SOFT,13.0
7.004,MEDIUM,15.0
7.004,SOFT,16.0
7.004,SOFT,12.0
7.004,MEDIUM,15.0
7.004,SOFT,15.0
7.004,MEDIUM,2.0
7.004,MEDIUM,10.0
7.004,MEDIUM,19.0
7.004,SOFT,15.0
7.004,MEDIUM,22.0
7.004,SOFT,22.0
7.004,MEDIUM,5.0
7.004,HARD,12.0
7.004,SOFT,27.0
7.004,SOFT,6.0
7.004,MEDIUM,19.0
7.004,SOFT,19.0
7.004,MEDIUM,20.0
7.004,SOFT,24.0
7.004,MEDIUM,9.0
7.004,MEDIUM,15.0
7.004,SOFT,20.0
7.004,SOFT,23.0
7.004,MEDIUM,21.0
7.004,SOFT,6.0
7.004,MEDIUM,18.0
7.004,MEDIUM,20.0
7.004,SOFT,7.0
7.004,MEDIUM,18.0
7.004,SOFT,19.0
7.004,SOFT,7.0
7.004,MEDIUM,16.0
7.004,MEDIUM,10.0
7.004,SOFT,11.0
7.004,SOFT,5.0
7.004,MEDIUM,20.0
7.004,MEDIUM,19.0
7.004,SOFT,5.0
7.004,MEDIUM,17.0
7.004,MEDIUM,22.0
7.004,SOFT,8.0
7.004,MEDIUM,16.0
7.004,MEDIUM,10.0
7.004,SOFT,10.0
7.004,MEDIUM,12.0
7.004,SOFT,12.0
7.004,SOFT,20.0
7.004,SOFT,7.0
7.004,MEDIUM,16.0
4.259,SOFT,2.0
4.259,SOFT,38.0
4.259,SOFT,13.0
4.259,SOFT,1.0
4.259,SOFT,35.0
4.259,SOFT,14.0
4.259,SOFT,1.0
4.259,SOFT,33.0
4.259,SOFT,16.0
4.259,SOFT,2.0
4.259,SOFT,38.0
4.259,SOFT,15.0
4.259,SOFT,1.0
4.259,SOFT,30.0
4.259,SOFT,4.0
4.259,SOFT,7.0
4.259,MEDIUM,18.0
4.259,SOFT,26.0
4.259,SOFT,15.0
4.259,SOFT,1.0
4.259,SOFT,26.0
4.259,MEDIUM,25.0
4.259,SOFT,1.0
4.259,SOFT,50.0
4.259,SOFT,44.0
4.259,MEDIUM,17.0
4.259,SOFT,1.0
4.259,MEDIUM,27.0
4.259,SOFT,23.0
4.259,SOFT,16.0
4.259,MEDIUM,32.0
4.259,SOFT,12.0
4.259,SOFT,2.0
4.259,SOFT,33.0
4.259,SOFT,18.0
4.259,SOFT,3.0
4.259,SOFT,33.0
4.259,SOFT,21.0
4.259,SOFT,1.0
4.259,SOFT,7.0
4.259,MEDIUM,29.0
4.259,SOFT,13.0
