circut_length,compound,tyre_life
4.909,HARD,37.0
4.909,HARD,33.0
4.909,MEDIUM,29.0
4.909,SOFT,8.0
4.909,HARD,22.0
4.909,MEDIUM,32.0
4.909,HARD,31.0
4.909,MEDIUM,31.0
4.909,MEDIUM,8.0
4.909,HARD,54.0
4.909,SOFT,7.0
4.909,HARD,34.0
4.909,MEDIUM,20.0
4.909,SOFT,3.0
4.909,MEDIUM,8.0
4.909,HARD,1.0
4.909,MEDIUM,19.0
3.337,MEDIUM,1.0
3.337,HARD,77.0
3.337,MEDIUM,2.0
3.337,HARD,78.0
3.337,MEDIUM,1.0
3.337,HARD,77.0
3.337,MEDIUM,2.0
3.337,HARD,78.0
3.337,HARD,1.0
3.337,HARD,1.0
3.337,MEDIUM,51.0
3.337,HARD,27.0
3.337,HARD,1.0
3.337,MEDIUM,50.0
3.337,HARD,28.0
3.337,HARD,77.0
3.337,MEDIUM,1.0
3.337,HARD,76.0
3.337,HARD,1.0
3.337,HARD,2.0
3.337,HARD,76.0
3.337,HARD,1.0
3.337,MEDIUM,14.0
3.337,HARD,62.0
3.337,HARD,2.0
3.337,MEDIUM,42.0
3.337,HARD,8.0
3.337,SOFT,28.0
3.337,HARD,57.0
3.337,MEDIUM,19.0
3.337,MEDIUM,1.0
3.337,HARD,69.0
3.337,SOFT,6.0
3.337,HARD,1.0
3.337,HARD,1.0
3.337,MEDIUM,1.0
4.361,MEDIUM,25.0
4.361,HARD,30.0
4.361,MEDIUM,9.0
4.361,HARD,26.0
4.361,HARD,3.0
4.361,HARD,27.0
4.361,MEDIUM,13.0
4.361,MEDIUM,16.0
4.361,MEDIUM,26.0
4.361,MEDIUM,9.0
4.361,MEDIUM,8.0
4.361,MEDIUM,17.0
4.361,MEDIUM,26.0
4.361,MEDIUM,28.0
4.361,MEDIUM,26.0
4.361,MEDIUM,23.0
4.361,MEDIUM,11.0
4.361,HARD,16.0
4.361,MEDIUM,10.0
4.361,HARD,9.0
4.361,MEDIUM,16.0
4.361,MEDIUM,28.0
4.657,SOFT,20.0
4.657,MEDIUM,27.0
4.657,SOFT,22.0
4.657,SOFT,23.0
4.657,MEDIUM,24.0
4.657,SOFT,22.0
4.657,SOFT,19.0
4.657,MEDIUM,27.0
4.657,SOFT,26.0
4.657,SOFT,18.0
4.657,MEDIUM,21.0
4.657,HARD,30.0
4.657,SOFT,24.0
4.657,MEDIUM,23.0
4.657,SOFT,22.0
4.657,SOFT,15.0
4.657,MEDIUM,21.0
4.657,HARD,30.0
4.657,SOFT,24.0
4.657,MEDIUM,25.0
4.657,SOFT,23.0
4.657,SOFT,16.0
4.657,SOFT,21.0
4.657,MEDIUM,18.0
4.657,SOFT,20.0
4.657,SOFT,17.0
4.657,MEDIUM,24.0
4.657,HARD,28.0
4.657,SOFT,16.0
4.657,MEDIUM,24.0
4.657,HARD,29.0
4.657,SOFT,12.0
4.657,MEDIUM,26.0
4.657,HARD,28.0
4.657,SOFT,19.0
4.657,MEDIUM,27.0
4.657,HARD,21.0
4.657,SOFT,9.0
4.657,MEDIUM,32.0
4.657,HARD,24.0
4.657,SOFT,17.0
4.657,MEDIUM,21.0
4.657,HARD,29.0
4.657,SOFT,16.0
4.657,MEDIUM,26.0
4.657,HARD,23.0
4.657,SOFT,11.0
4.657,SOFT,20.0
4.657,HARD,37.0
4.657,SOFT,10.0
4.657,MEDIUM,19.0
4.657,HARD,36.0
4.657,MEDIUM,18.0
4.657,SOFT,25.0
4.657,SOFT,22.0
4.657,SOFT,9.0
4.657,MEDIUM,18.0
4.657,HARD,17.0
4.657,SOFT,21.0
4.657,SOFT,14.0
4.657,MEDIUM,20.0
4.326,MEDIUM,22.0
4.326,MEDIUM,24.0
4.326,HARD,25.0
4.326,MEDIUM,25.0
4.326,HARD,26.0
4.326,MEDIUM,20.0
4.326,MEDIUM,22.0
4.326,HARD,25.0
4.326,MEDIUM,24.0
4.326,MEDIUM,21.0
4.326,HARD,32.0
4.326,MEDIUM,18.0
4.326,MEDIUM,23.0
4.326,HARD,28.0
4.326,MEDIUM,16.0
4.326,SOFT,10.0
4.326,MEDIUM,11.0
4.326,HARD,28.0
4.326,HARD,32.0
4.326,MEDIUM,21.0
4.326,HARD,30.0
4.326,MEDIUM,25.0
4.326,MEDIUM,10.0
4.326,HARD,28.0
4.326,HARD,33.0
4.326,MEDIUM,10.0
4.326,HARD,27.0
4.326,HARD,34.0
4.326,MEDIUM,20.0
4.326,HARD,22.0
4.326,MEDIUM,29.0
4.326,MEDIUM,1.0
4.326,HARD,15.0
4.326,MEDIUM,17.0
4.326,MEDIUM,19.0
4.326,MEDIUM,26.0
4.326,MEDIUM,19.0
4.326,HARD,24.0
4.326,MEDIUM,28.0
4.326,MEDIUM,21.0
4.326,MEDIUM,23.0
4.326,HARD,28.0
4.326,MEDIUM,21.0
4.326,HARD,23.0
4.326,HARD,26.0
4.326,MEDIUM,12.0
4.326,HARD,27.0
4.326,HARD,31.0
4.326,MEDIUM,19.0
4.326,HARD,23.0
4.326,HARD,28.0
4.326,HARD,28.0
4.326,MEDIUM,23.0
4.326,HARD,19.0
4.326,MEDIUM,14.0
4.326,MEDIUM,25.0
4.326,HARD,34.0
4.326,SOFT,2.0
4.326,MEDIUM,1.0
4.326,MEDIUM,25.0
4.326,HARD,29.0
4.326,MEDIUM,21.0
4.326,MEDIUM,23.0
4.326,HARD,28.0
5.891,MEDIUM,27.0
5.891,SOFT,15.0
5.891,MEDIUM,26.0
5.891,HARD,14.0
5.891,MEDIUM,27.0
5.891,SOFT,15.0
5.891,MEDIUM,28.0
5.891,MEDIUM,14.0
5.891,MEDIUM,26.0
5.891,HARD,11.0
5.891,SOFT,5.0
5.891,MEDIUM,26.0
5.891,SOFT,16.0
5.891,MEDIUM,26.0
5.891,MEDIUM,13.0
5.891,MEDIUM,27.0
5.891,MEDIUM,14.0
5.891,MEDIUM,27.0
5.891,MEDIUM,14.0
5.891,MEDIUM,27.0
5.891,SOFT,14.0
5.891,MEDIUM,27.0
5.891,SOFT,14.0
5.891,MEDIUM,27.0
5.891,SOFT,15.0
5.891,MEDIUM,26.0
5.891,SOFT,14.0
5.891,MEDIUM,19.0
5.891,SOFT,14.0
5.891,MEDIUM,26.0
5.891,SOFT,14.0
5.891,SOFT,19.0
5.891,MEDIUM,5.0
5.891,MEDIUM,12.0
5.891,HARD,19.0
5.891,MEDIUM,10.0
5.891,SOFT,3.0
5.891,SOFT,12.0
5.891,MEDIUM,7.0
5.891,SOFT,14.0
5.891,MEDIUM,27.0
4.381,MEDIUM,18.0
4.381,HARD,30.0
4.381,MEDIUM,24.0
4.381,MEDIUM,17.0
4.381,HARD,29.0
4.381,MEDIUM,26.0
4.381,MEDIUM,16.0
4.381,HARD,24.0
4.381,HARD,30.0
4.381,MEDIUM,23.0
4.381,HARD,17.0
4.381,MEDIUM,30.0
4.381,MEDIUM,21.0
4.381,HARD,28.0
4.381,MEDIUM,21.0
4.381,MEDIUM,21.0
4.381,HARD,26.0
4.381,MEDIUM,23.0
4.381,HARD,28.0
4.381,MEDIUM,19.0
4.381,MEDIUM,23.0
4.381,HARD,33.0
4.381,MEDIUM,20.0
4.381,HARD,17.0
4.381,MEDIUM,29.0
4.381,HARD,41.0
4.381,SOFT,17.0
4.381,MEDIUM,32.0
4.381,HARD,26.0
4.381,SOFT,9.0
4.381,MEDIUM,31.0
4.381,HARD,34.0
4.381,MEDIUM,7.0
4.381,HARD,21.0
4.381,HARD,41.0
4.381,MEDIUM,2.0
4.381,HARD,27.0
4.381,HARD,40.0
4.381,SOFT,6.0
4.381,HARD,23.0
4.381,HARD,40.0
4.381,SOFT,6.0
4.381,HARD,28.0
4.381,HARD,35.0
4.381,MEDIUM,17.0
4.381,HARD,29.0
4.381,HARD,24.0
4.381,MEDIUM,8.0
4.381,HARD,25.0
4.381,HARD,30.0
4.381,SOFT,6.0
4.381,MEDIUM,6.0
4.381,HARD,24.0
4.381,HARD,34.0
4.381,SOFT,5.0
4.381,MEDIUM,8.0
4.381,HARD,29.0
4.381,HARD,33.0
4.381,HARD,28.0
7.004,MEDIUM,11.0
7.004,HARD,15.0
7.004,HARD,18.0
7.004,MEDIUM,11.0
7.004,HARD,19.0
7.004,HARD,14.0
7.004,MEDIUM,12.0
7.004,HARD,13.0
7.004,HARD,19.0
7.004,MEDIUM,10.0
7.004,HARD,18.0
7.004,MEDIUM,16.0
7.004,MEDIUM,15.0
7.004,HARD,14.0
7.004,HARD,15.0
7.004,HARD,20.0
7.004,MEDIUM,8.0
7.004,HARD,16.0
7.004,MEDIUM,11.0
7.004,MEDIUM,10.0
7.004,HARD,21.0
7.004,SOFT,2.0
7.004,MEDIUM,13.0
7.004,HARD,31.0
7.004,MEDIUM,12.0
7.004,HARD,18.0
7.004,HARD,14.0
7.004,SOFT,8.0
7.004,MEDIUM,13.0
7.004,HARD,24.0
7.004,MEDIUM,12.0
7.004,HARD,32.0
7.004,MEDIUM,8.0
7.004,MEDIUM,15.0
7.004,HARD,21.0
7.004,MEDIUM,9.0
7.004,HARD,19.0
7.004,HARD,16.0
7.004,MEDIUM,17.0
7.004,HARD,27.0
7.004,MEDIUM,11.0
7.004,HARD,24.0
7.004,MEDIUM,9.0
7.004,MEDIUM,15.0
7.004,HARD,30.0
7.004,MEDIUM,8.0
7.004,MEDIUM,16.0
7.004,HARD,20.0
7.004,MEDIUM,7.0
7.004,HARD,13.0
7.004,MEDIUM,24.0
7.004,HARD,5.0
7.004,MEDIUM,10.0
4.259,MEDIUM,28.0
4.259,HARD,44.0
4.259,MEDIUM,27.0
4.259,HARD,45.0
4.259,MEDIUM,24.0
4.259,HARD,48.0
4.259,MEDIUM,33.0
4.259,HARD,39.0
4.259,MEDIUM,30.0
4.259,HARD,42.0
4.259,MEDIUM,29.0
4.259,HARD,43.0
4.259,MEDIUM,25.0
4.259,HARD,29.0
4.259,SOFT,21.0
4.259,SOFT,23.0
4.259,HARD,25.0
4.259,SOFT,24.0
4.259,MEDIUM,32.0
4.259,HARD,39.0
4.259,MEDIUM,31.0
4.259,HARD,40.0
4.259,MEDIUM,14.0
4.259,HARD,57.0
4.259,MEDIUM,29.0
4.259,HARD,42.0
4.259,MEDIUM,30.0
4.259,HARD,41.0
4.259,MEDIUM,12.0
4.259,HARD,42.0
4.259,MEDIUM,17.0
4.259,MEDIUM,30.0
4.259,HARD,41.0
4.259,MEDIUM,22.0
4.259,HARD,49.0
4.259,SOFT,14.0
4.259,MEDIUM,18.0
4.259,HARD,39.0
4.259,HARD,40.0
4.259,MEDIUM,31.0
4.259,SOFT,15.0
4.259,HARD,28.0
4.259,MEDIUM,27.0
4.259,MEDIUM,18.0
4.259,HARD,33.0
5.793,MEDIUM,15.0
5.793,HARD,38.0
5.793,MEDIUM,16.0
5.793,HARD,22.0
5.793,HARD,15.0
5.793,MEDIUM,14.0
5.793,HARD,18.0
5.793,HARD,21.0
5.793,MEDIUM,19.0
5.793,HARD,34.0
5.793,MEDIUM,15.0
5.793,HARD,22.0
5.793,HARD,16.0
5.793,HARD,22.0
5.793,HARD,19.0
5.793,MEDIUM,12.0
5.793,MEDIUM,11.0
5.793,HARD,22.0
5.793,HARD,20.0
5.793,HARD,23.0
5.793,HARD,12.0
5.793,MEDIUM,18.0
5.793,MEDIUM,17.0
5.793,HARD,36.0
5.793,MEDIUM,14.0
5.793,HARD,39.0
5.793,MEDIUM,13.0
5.793,HARD,24.0
5.793,HARD,20.0
5.793,MEDIUM,16.0
5.793,HARD,37.0
5.793,MEDIUM,11.0
5.793,HARD,43.0
5.793,HARD,31.0
5.793,MEDIUM,21.0
5.793,MEDIUM,10.0
5.793,HARD,20.0
5.793,HARD,22.0
5.793,HARD,34.0
5.793,MEDIUM,20.0
5.793,MEDIUM,5.0
5.793,HARD,27.0
5.793,HARD,20.0
5.793,MEDIUM,16.0
5.793,HARD,38.0
5.793,HARD,20.0
5.793,HARD,19.0
5.793,MEDIUM,15.0
5.793,SOFT,2.0
6.003,MEDIUM,12.0
6.003,HARD,37.0
6.003,SOFT,5.0
6.003,HARD,50.0
6.003,SOFT,1.0
6.003,MEDIUM,13.0
6.003,HARD,37.0
6.003,MEDIUM,12.0
6.003,HARD,41.0
6.003,MEDIUM,16.0
6.003,HARD,35.0
6.003,MEDIUM,2.0
6.003,HARD,22.0
6.003,HARD,24.0
6.003,MEDIUM,13.0
6.003,HARD,3.0
6.003,HARD,31.0
6.003,MEDIUM,20.0
6.003,HARD,35.0
6.003,MEDIUM,18.0
6.003,MEDIUM,15.0
6.003,HARD,36.0
6.003,HARD,50.0
6.003,SOFT,2.0
6.003,HARD,52.0
6.003,SOFT,1.0
6.003,HARD,37.0
6.003,MEDIUM,14.0
6.003,MEDIUM,10.0
6.003,HARD,41.0
6.003,MEDIUM,12.0
6.003,HARD,39.0
6.003,MEDIUM,14.0
6.003,HARD,37.0
6.003,MEDIUM,17.0
6.003,HARD,33.0
6.003,MEDIUM,12.0
6.003,HARD,39.0
6.003,MEDIUM,12.0
6.003,HARD,40.0
6.003,MEDIUM,15.0
4.94,MEDIUM,30.0
4.94,HARD,32.0
4.94,MEDIUM,29.0
4.94,HARD,33.0
4.94,MEDIUM,38.0
4.94,HARD,24.0
4.94,MEDIUM,27.0
4.94,HARD,35.0
4.94,MEDIUM,36.0
4.94,HARD,26.0
4.94,SOFT,19.0
4.94,HARD,45.0
4.94,MEDIUM,13.0
4.94,HARD,49.0
4.94,MEDIUM,26.0
4.94,HARD,37.0
4.94,MEDIUM,29.0
4.94,HARD,32.0
4.94,MEDIUM,28.0
4.94,HARD,33.0
4.94,MEDIUM,29.0
4.94,HARD,32.0
4.94,MEDIUM,33.0
4.94,SOFT,31.0
4.94,MEDIUM,29.0
4.94,HARD,32.0
4.94,HARD,27.0
4.94,MEDIUM,36.0
4.94,HARD,34.0
4.94,MEDIUM,27.0
4.94,HARD,33.0
4.94,MEDIUM,28.0
4.94,MEDIUM,37.0
4.94,SOFT,24.0
4.94,SOFT,10.0
4.94,MEDIUM,36.0
4.94,SOFT,12.0
4.94,SOFT,6.0
4.94,HARD,28.0
4.94,MEDIUM,21.0
4.94,SOFT,8.0
4.94,MEDIUM,11.0
5.513,MEDIUM,25.0
5.513,HARD,31.0
5.513,MEDIUM,18.0
5.513,HARD,38.0
5.513,MEDIUM,26.0
5.513,HARD,30.0
5.513,MEDIUM,26.0
5.513,HARD,30.0
5.513,MEDIUM,26.0
5.513,HARD,30.0
5.513,HARD,28.0
5.513,MEDIUM,28.0
5.513,MEDIUM,17.0
5.513,HARD,21.0
5.513,MEDIUM,18.0
5.513,MEDIUM,18.0
5.513,HARD,37.0
5.513,MEDIUM,3.0
5.513,MEDIUM,30.0
5.513,HARD,22.0
5.513,MEDIUM,13.0
5.513,MEDIUM,22.0
5.513,HARD,20.0
5.513,MEDIUM,27.0
5.513,HARD,29.0
5.513,HARD,36.0
5.513,MEDIUM,20.0
5.513,MEDIUM,31.0
5.513,HARD,20.0
5.513,SOFT,7.0
5.513,MEDIUM,31.0
5.513,HARD,25.0
5.513,HARD,39.0
5.513,MEDIUM,17.0
5.513,HARD,2.0
5.513,MEDIUM,21.0
5.513,HARD,35.0
5.513,HARD,40.0
5.513,MEDIUM,16.0
5.513,MEDIUM,15.0
5.513,HARD,40.0
5.513,MEDIUM,32.0
4.304,MEDIUM,32.0
4.304,HARD,39.0
4.304,MEDIUM,30.0
4.304,HARD,41.0
4.304,MEDIUM,31.0
4.304,HARD,38.0
4.304,SOFT,5.0
4.304,MEDIUM,28.0
4.304,HARD,43.0
4.304,MEDIUM,31.0
4.304,HARD,40.0
4.304,MEDIUM,26.0
4.304,HARD,45.0
4.304,MEDIUM,30.0
4.304,HARD,41.0
4.304,MEDIUM,39.0
4.304,HARD,32.0
4.304,MEDIUM,29.0
4.304,HARD,41.0
4.304,MEDIUM,28.0
4.304,HARD,42.0
4.304,MEDIUM,27.0
4.304,HARD,45.0
4.304,HARD,47.0
4.304,MEDIUM,23.0
4.304,HARD,48.0
4.304,MEDIUM,22.0
4.304,HARD,50.0
4.304,MEDIUM,22.0
4.304,HARD,44.0
4.304,MEDIUM,28.0
4.304,HARD,39.0
4.304,MEDIUM,26.0
4.304,SOFT,5.0
4.304,HARD,20.0
4.304,MEDIUM,23.0
4.304,MEDIUM,25.0
4.304,SOFT,2.0
4.304,MEDIUM,16.0
4.304,MEDIUM,1.0
6.201,MEDIUM,13.0
6.201,HARD,21.0
6.201,HARD,19.0
6.201,MEDIUM,13.0
6.201,HARD,15.0
6.201,HARD,24.0
6.201,MEDIUM,10.0
6.201,HARD,18.0
6.201,HARD,22.0
6.201,MEDIUM,9.0
6.201,HARD,22.0
6.201,HARD,19.0
6.201,MEDIUM,11.0
6.201,HARD,16.0
6.201,HARD,23.0
6.201,MEDIUM,9.0
6.201,HARD,21.0
6.201,HARD,18.0
6.201,SOFT,6.0
6.201,MEDIUM,10.0
6.201,HARD,15.0
6.201,HARD,25.0
6.201,MEDIUM,14.0
6.201,HARD,19.0
6.201,HARD,17.0
6.201,MEDIUM,10.0
6.201,HARD,20.0
6.201,HARD,22.0
6.201,HARD,17.0
6.201,MEDIUM,15.0
6.201,HARD,18.0
6.201,SOFT,4.0
6.201,HARD,21.0
6.201,HARD,27.0
6.201,MEDIUM,17.0
6.201,HARD,33.0
6.201,MEDIUM,12.0
6.201,HARD,24.0
6.201,HARD,16.0
6.201,HARD,16.0
6.201,MEDIUM,10.0
6.201,HARD,24.0
6.201,MEDIUM,10.0
6.201,HARD,20.0
6.201,HARD,23.0
6.201,MEDIUM,11.0
6.201,HARD,28.0
6.201,HARD,13.0
6.201,MEDIUM,12.0
6.201,HARD,33.0
6.201,SOFT,4.0
6.201,HARD,17.0
6.201,MEDIUM,18.0
6.201,HARD,14.0
6.201,MEDIUM,9.0
6.201,HARD,16.0
6.201,MEDIUM,10.0
5.419,MEDIUM,35.0
5.419,HARD,22.0
5.419,MEDIUM,35.0
5.419,HARD,22.0
5.419,MEDIUM,35.0
5.419,HARD,4.0
5.419,MEDIUM,35.0
5.419,HARD,1.0
5.419,MEDIUM,27.0
5.419,MEDIUM,36.0
5.419,HARD,22.0
5.419,MEDIUM,1.0
5.419,HARD,6.0
5.419,HARD,1.0
5.419,MEDIUM,27.0
5.419,HARD,30.0
5.419,MEDIUM,35.0
5.419,HARD,5.0
5.419,SOFT,17.0
5.419,MEDIUM,35.0
5.419,SOFT,20.0
5.419,SOFT,1.0
5.419,MEDIUM,35.0
5.419,HARD,22.0
5.419,HARD,1.0
5.419,HARD,30.0
5.419,MEDIUM,9.0
5.419,MEDIUM,35.0
5.419,HARD,5.0
5.419,SOFT,17.0
5.419,MEDIUM,35.0
5.419,HARD,22.0
5.419,MEDIUM,34.0
5.419,HARD,23.0
5.419,MEDIUM,35.0
5.419,HARD,23.0
5.419,MEDIUM,24.0
5.419,HARD,12.0
5.419,HARD,22.0
5.419,MEDIUM,24.0
5.419,HARD,11.0
5.419,MEDIUM,30.0
5.419,MEDIUM,34.0
5.281,MEDIUM,29.0
5.281,HARD,29.0
5.281,MEDIUM,14.0
5.281,HARD,44.0
5.281,MEDIUM,1.0
5.281,MEDIUM,14.0
5.281,HARD,25.0
5.281,HARD,22.0
5.281,MEDIUM,20.0
5.281,HARD,38.0
5.281,MEDIUM,12.0
5.281,HARD,22.0
5.281,HARD,25.0
5.281,MEDIUM,12.0
5.281,HARD,17.0
5.281,HARD,1.0
5.281,SOFT,25.0
5.281,SOFT,5.0
5.281,MEDIUM,22.0
5.281,HARD,35.0
5.281,MEDIUM,12.0
5.281,HARD,45.0
5.281,MEDIUM,12.0
5.281,HARD,27.0
5.281,HARD,18.0
5.281,MEDIUM,13.0
5.281,HARD,45.0
5.281,MEDIUM,23.0
5.281,HARD,33.0
5.281,MEDIUM,26.0
5.281,HARD,32.0
5.281,MEDIUM,3.0
5.281,HARD,23.0
5.281,HARD,34.0
5.281,MEDIUM,25.0
5.281,MEDIUM,25.0
5.281,HARD,33.0
5.281,MEDIUM,22.0
5.281,HARD,35.0
5.281,MEDIUM,27.0
5.281,HARD,32.0
5.281,MEDIUM,6.0
5.281,HARD,24.0
5.281,MEDIUM,4.0
5.281,HARD,28.0
5.278,MEDIUM,12.0
5.278,HARD,13.0
5.278,HARD,11.0
5.278,HARD,14.0
5.278,HARD,12.0
5.278,MEDIUM,14.0
5.278,MEDIUM,11.0
5.278,MEDIUM,11.0
5.278,MEDIUM,14.0
5.278,MEDIUM,7.0
5.278,HARD,11.0
5.278,HARD,15.0
5.278,MEDIUM,40.0
5.278,HARD,10.0
5.278,HARD,11.0
5.278,MEDIUM,40.0
5.451,MEDIUM,14.0
5.451,HARD,42.0
5.451,MEDIUM,15.0
5.451,HARD,41.0
5.451,MEDIUM,14.0
5.451,HARD,42.0
5.451,MEDIUM,13.0
5.451,HARD,43.0
5.451,MEDIUM,11.0
5.451,HARD,45.0
5.451,MEDIUM,12.0
5.451,HARD,44.0
5.451,MEDIUM,20.0
5.451,HARD,36.0
5.451,HARD,26.0
5.451,MEDIUM,30.0
5.451,HARD,36.0
5.451,MEDIUM,20.0
5.451,MEDIUM,17.0
5.451,HARD,39.0
5.451,MEDIUM,12.0
5.451,HARD,21.0
5.451,HARD,23.0
5.451,HARD,18.0
5.451,MEDIUM,12.0
5.451,HARD,26.0
5.451,MEDIUM,11.0
5.451,HARD,45.0
5.451,MEDIUM,1.0
5.451,HARD,25.0
5.451,HARD,29.0
5.451,MEDIUM,20.0
5.451,HARD,35.0
5.451,MEDIUM,11.0
5.451,HARD,24.0
5.451,HARD,11.0
5.451,MEDIUM,15.0
5.451,MEDIUM,9.0
5.451,MEDIUM,15.0
5.451,HARD,41.0
5.451,MEDIUM,13.0
5.451,HARD,24.0
5.451,HARD,19.0
5.451,MEDIUM,10.0
5.807,MEDIUM,21.0
5.807,HARD,32.0
5.807,MEDIUM,21.0
5.807,HARD,32.0
5.807,MEDIUM,20.0
5.807,HARD,33.0
5.807,MEDIUM,21.0
5.807,HARD,32.0
5.807,MEDIUM,19.0
5.807,HARD,34.0
5.807,MEDIUM,31.0
5.807,HARD,22.0
5.807,HARD,30.0
5.807,MEDIUM,23.0
5.807,MEDIUM,25.0
5.807,HARD,28.0
5.807,MEDIUM,24.0
5.807,HARD,29.0
5.807,MEDIUM,23.0
5.807,HARD,31.0
5.807,MEDIUM,25.0
5.807,HARD,30.0
5.807,MEDIUM,23.0
5.807,HARD,30.0
5.807,MEDIUM,24.0
5.807,HARD,29.0
5.807,MEDIUM,33.0
5.807,SOFT,20.0
5.807,SOFT,15.0
5.807,HARD,38.0
5.807,MEDIUM,22.0
5.807,HARD,31.0
5.807,MEDIUM,33.0
5.807,SOFT,20.0
5.807,HARD,33.0
5.807,MEDIUM,21.0
5.807,HARD,31.0
5.807,MEDIUM,22.0
5.807,SOFT,9.0
5.807,HARD,22.0
